2200,0.000000,0.000000,0.000000,1001.700000
2400,0.000000,0.000000,0.000000,1001.700000
2300,0.000000,0.000000,0.000000,1001.700000
2100,12.843213,4.838840,2.500000,1001.700000
2200,0.000000,0.000000,0.000000,1001.800000
2400,0.000000,0.000000,0.000000,1001.800000
2300,0.000000,0.000000,0.000000,1001.800000
2100,12.843213,4.838840,2.500000,1001.800000
2200,0.000000,0.000000,0.000000,1001.900000
2400,0.000000,0.000000,0.000000,1001.900000
2300,0.000000,0.000000,0.000000,1001.900000
2100,27.050001,9.700000,5.000000,1001.900000
2200,0.000000,0.000000,0.000000,1002.000000
2400,0.000000,0.000000,0.000000,1002.000000
2300,0.000000,0.000000,0.000000,1002.000000
2100,27.950001,9.700000,5.000000,1002.000000
2200,0.000000,0.000000,0.000000,1002.100000
2400,0.000000,0.000000,0.000000,1002.100000
2300,0.000000,0.000000,0.000000,1002.100000
2100,28.850000,9.700000,5.000000,1002.100000
2200,0.000000,0.000000,0.000000,1002.200000
2400,0.000000,0.000000,0.000000,1002.200000
2300,0.000000,0.000000,0.000000,1002.200000
2100,29.750000,9.700000,5.000000,1002.200000
2200,0.000000,0.000000,0.000000,1002.300000
2400,0.000000,0.000000,0.000000,1002.300000
2300,0.000000,0.000000,0.000000,1002.300000
2100,29.750000,9.700000,5.000000,1002.300000
2200,0.000000,0.000000,0.000000,1002.400000
2400,0.000000,0.000000,0.000000,1002.400000
2300,0.000000,0.000000,0.000000,1002.400000
2100,31.550001,9.700000,5.000000,1002.400000
2200,0.000000,0.000000,0.000000,1002.500000
2400,0.000000,0.000000,0.000000,1002.500000
2300,0.000000,0.000000,0.000000,1002.500000
2100,32.450001,9.700000,5.000000,1002.500000
2200,0.000000,0.000000,0.000000,1002.600000
2400,0.000000,0.000000,0.000000,1002.600000
2300,0.000000,0.000000,0.000000,1002.600000
2100,33.350002,9.700000,5.000000,1002.600000
2200,0.000000,0.000000,0.000000,1002.700000
2400,0.000000,0.000000,0.000000,1002.700000
2300,0.000000,0.000000,0.000000,1002.700000
2100,34.250000,9.700001,5.000000,1002.700000
2200,0.000000,0.000000,0.000000,1002.800000
2400,0.000000,0.000000,0.000000,1002.800000
2300,0.000000,0.000000,0.000000,1002.800000
2100,34.250000,9.700001,5.000000,1002.800000
2200,0.000000,0.000000,0.000000,1002.900000
2400,0.000000,0.000000,0.000000,1002.900000
2300,0.000000,0.000000,0.000000,1002.900000
2100,36.049999,9.700001,5.000000,1002.900000
2200,0.000000,0.000000,0.000000,1003.000000
2400,0.000000,0.000000,0.000000,1003.000000
2300,0.000000,0.000000,0.000000,1003.000000
2100,36.950001,9.700000,5.000000,1003.000000
2200,0.000000,0.000000,0.000000,1003.100000
2400,0.000000,0.000000,0.000000,1003.100000
2300,0.000000,0.000000,0.000000,1003.100000
2100,37.850002,9.700000,5.000000,1003.100000
2200,0.000000,0.000000,0.000000,1003.200000
2400,0.000000,0.000000,0.000000,1003.200000
2300,0.000000,0.000000,0.000000,1003.200000
2100,38.750000,9.700001,5.000000,1003.200000
2200,18.344902,16.788002,2.500000,1003.300000
2400,0.000000,0.000000,0.000000,1003.300000
2300,0.000000,0.000000,0.000000,1003.300000
2100,38.750000,9.700001,5.000000,1003.300000
2200,18.344902,16.788002,2.500000,1003.400000
2400,22.637634,11.660081,2.500000,1003.400000
2300,7.748667,17.415171,2.500000,1003.400000
2100,40.549999,9.700001,5.000000,1003.400000
2200,36.703041,35.040428,5.000000,1003.500000
2400,22.637634,11.660081,2.500000,1003.500000
2300,7.748667,17.415171,2.500000,1003.500000
2100,40.549999,9.700001,5.000000,1003.500000
2200,36.703041,35.040428,5.000000,1003.600000
