T,2011,11.8000001907,150.600006104,5.0,12.0,1000.2,0,0.0,G0,0
T,2012,11.8000001907,149.399993896,5.0,12.0,1000.2,0,0.0,G0,0
T,2021,101.800003052,140.600006104,5.0,12.0,1000.2,0,0.0,G0,0
T,2022,101.800003052,139.399993896,5.0,12.0,1000.2,0,0.0,G0,0
T,2031,11.3000001907,31.3999996185,5.0,12.0,1000.2,0,0.0,G0,0
T,2041,9.69999980927,10.5,5.0,12.0,1000.2,0,0.0,G0,0
T,2051,41.7999992371,80.6999969482,5.0,12.0,1000.2,0,0.0,G0,0
T,2061,170.600006104,15.1999998093,5.0,12.0,1000.2,0,0.0,G0,0
T,2062,171.800003052,14.8999996185,5.0,12.0,1000.2,0,0.0,G0,0
T,2071,60.2999992371,99.3000030518,5.0,12.0,1000.2,0,0.0,G0,0
T,2072,60.2999992371,101.199996948,5.0,12.0,1000.2,0,0.0,G0,0
T,2081,12.12271595,150.922714233,5.0,12.0,1000.2,0,0.0,G0,0
T,2082,10.7875976562,148.38760376,5.0,12.0,1000.2,0,0.0,G0,0
T,2091,101.800003052,140.600006104,5.0,12.0,1000.2,0,0.0,G0,0
T,2092,101.800003052,139.399993896,5.0,12.0,1000.2,0,0.0,G0,0
T,2101,101.800003052,120.599998474,5.0,12.0,1000.2,0,0.0,G0,0
T,2102,101.800003052,119.400001526,5.0,12.0,1000.2,0,0.0,G0,0
T,2011,12.6999998093,150.600006104,5.0,12.0,1000.3,0,0.0,G0,0
T,2012,12.6999998093,149.399993896,5.0,12.0,1000.3,0,0.0,G0,0
T,2021,102.699996948,140.600006104,5.0,12.0,1000.3,0,0.0,G0,0
T,2022,102.699996948,139.399993896,5.0,12.0,1000.3,0,0.0,G0,0
T,2032,12.6000003815,30.7999992371,5.0,12.0,1000.3,0,0.0,G0,0
T,2042,10.3999996185,9.5,5.0,12.0,1000.3,0,0.0,G0,0
T,2052,42.9000015259,79.5,5.0,12.0,1000.3,0,0.0,G0,0
T,2061,171.199996948,17.1000003815,5.0,12.0,1000.3,0,0.0,G0,0
T,2062,172.399993896,16.7000007629,5.0,12.0,1000.3,0,0.0,G0,0
T,2071,59.9000015259,99.1999969482,5.0,12.0,1000.3,0,0.0,G0,0
T,2072,60.0999984741,101.699996948,5.0,12.0,1000.3,0,0.0,G0,0
T,2081,13.6207532883,151.520751953,5.0,12.0,1000.3,0,0.0,G0,0
T,2082,12.8193569183,149.519363403,5.0,12.0,1000.3,0,0.0,G0,0
T,2091,102.699996948,140.600006104,5.0,12.0,1000.3,0,0.0,G0,0
T,2092,102.699996948,139.399993896,5.0,12.0,1000.3,0,0.0,G0,0
T,2101,102.699996948,120.599998474,5.0,12.0,1000.3,0,0.0,G0,0
T,2102,102.699996948,119.400001526,5.0,12.0,1000.3,0,0.0,G0,0
T,2011,13.6000003815,150.600006104,5.0,12.0,1000.4,0,0.0,G0,0
T,2012,13.6000003815,149.399993896,5.0,12.0,1000.4,0,0.0,G0,0
T,2021,103.599998474,140.600006104,5.0,12.0,1000.4,0,0.0,G0,0
T,2022,103.599998474,139.399993896,5.0,12.0,1000.4,0,0.0,G0,0
T,2031,12.8000001907,32.2999992371,5.0,12.0,1000.4,0,0.0,G0,0
T,2041,9.80000019073,10.6000003815,5.0,12.0,1000.4,0,0.0,G0,0
T,2051,43.7000007629,80.8000030518,5.0,12.0,1000.4,0,0.0,G0,0
T,2061,171.899993896,18.5,5.0,12.0,1000.4,0,0.0,G0,0
